Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,NA_Cumulative_Sales
,Metal Gear Solid V: The Phantom Pain,XOne,2015.0,Action,,0.37,0.26,,,,,
,Metal Gear Solid V: The Phantom Pain,PS3,2015.0,Action,,0.21,0.18,,,,,
,Disney Infinity 3.0,PS4,2015.0,Action,,0.21,0.36,,,,,
,LEGO Dimensions,PS4,2015.0,Action,,0.22,0.32,,,,,
,God of War III,PS4,2015.0,Action,,0.23,0.29,,,,,
,LEGO Jurassic World,XOne,2015.0,Action,,0.35,0.22,,,,,
,Evolve,XOne,2015.0,Shooter,,0.36,0.2,,,,,
,LEGO Jurassic World,3DS,2015.0,Action,,0.31,0.22,,,,,
,LEGO Dimensions,X360,2015.0,Action,,0.24,0.28,,,,,
,LEGO Dimensions,PS3,2015.0,Action,,0.15,0.3,,,,,
,Resident Evil: Revelations 2,PS4,2015.0,Action,,0.13,0.24,,,,,
,Star Wars Battlefront (2015),PC,2015.0,Shooter,,0.13,0.37,,,,,
,LEGO Jurassic World,WiiU,2015.0,Action,,0.28,0.19,,,,,
,LEGO Dimensions,WiiU,2015.0,Action,,0.3,0.16,,,,,
,Rory McIlroy PGA Tour,PS4,2015.0,Action,,0.18,0.24,,,,,
,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS3,2015.0,Action,,0.0,0.0,,,,,
,Battlefield: Hardline,PS3,2015.0,Shooter,,0.12,0.23,,,,,
,Skylanders: SuperChargers,WiiU,2015.0,Action,,0.25,0.18,,,,,
,Disney Infinity 3.0,PS3,2015.0,Action,,0.14,0.25,,,,,
,Mad Max (2015),XOne,2015.0,Action,,0.26,0.16,,,,,
,Skylanders: SuperChargers,X360,2015.0,Action,,0.24,0.18,,,,,
,One Piece: Pirate Warriors 3,PS4,2015.0,Action,,0.08,0.22,,,,,
,Disney Infinity 3.0,X360,2015.0,Action,,0.19,0.21,,,,,
,Disney Infinity 3.0,WiiU,2015.0,Action,,0.2,0.21,,,,,
,Wolfenstein: The Old Blood,PS4,2015.0,Action,,0.09,0.25,,,,,
,Destiny: The Taken King,PS3,2015.0,Shooter,,0.16,0.17,,,,,
,LEGO Jurassic World,PSV,2015.0,Action,,0.09,0.23,,,,,
,Borderlands: The Handsome Collection,XOne,2015.0,Shooter,,0.24,0.13,,,,,
,Skylanders: SuperChargers,PS3,2015.0,Action,,0.15,0.18,,,,,
,Saints Row IV,PS4,2015.0,Action,,0.13,0.17,,,,,
,Destiny: The Taken King,X360,2015.0,Shooter,,0.22,0.12,,,,,
,LEGO Dimensions,XOne,2015.0,Action,,0.21,0.13,,,,,
,Dishonored,PS4,2015.0,Action,,0.11,0.18,,,,,
,Battlefield: Hardline,X360,2015.0,Shooter,,0.17,0.14,,,,,
,Resident Evil: Revelations 2,PS3,2015.0,Action,,0.06,0.08,,,,,
,Disney Infinity 3.0,XOne,2015.0,Action,,0.18,0.1,,,,,
,DmC: Devil May Cry,PS4,2015.0,Action,,0.12,0.13,,,,,
,Skylanders: SuperChargers,PS4,2015.0,Action,,0.17,0.08,,,,,
,One Piece: Pirate Warriors 3,PS3,2015.0,Action,,0.0,0.09,,,,,
,Deadpool,PS4,2015.0,Action,,0.13,0.1,,,,,
,Payday 2,PS4,2015.0,Shooter,,0.09,0.14,,,,,
,Rory McIlroy PGA Tour,XOne,2015.0,Action,,0.15,0.09,,,,,
,Skylanders: SuperChargers,Wii,2015.0,Action,,0.05,0.19,,,,,
,Yakuza Zero: The Place of Oath,PS3,2015.0,Action,,0.0,0.0,,,,,
,LEGO Ninjago: Shadow of Ronin,PSV,2015.0,Action,,0.03,0.16,,,,,
,Girls Mode 3: Kirakira Code,3DS,2015.0,Action,,0.0,0.0,,,,,
,Skylanders: SuperChargers,XOne,2015.0,Action,,0.16,0.05,,,,,
,Call of Duty: Black Ops 3,PC,2015.0,Shooter,,0.0,0.22,,,,,
,Senran Kagura: Estival Versus,PSV,2015.0,Action,,0.06,0.05,,,,,
,Tom Clancy's Rainbow Six: Siege,PC,2015.0,Shooter,,0.12,0.08,,,,,
,Transformers: Devastation,PS4,2015.0,Action,,0.1,0.08,,,,,
,Darksiders II,PS4,2015.0,Action,,0.09,0.1,,,,,
,One Piece: Pirate Warriors 3,PSV,2015.0,Action,,0.0,0.07,,,,,
,Metal Gear Solid V: The Phantom Pain,X360,2015.0,Action,,0.12,0.08,,,,,
,LEGO Ninjago: Shadow of Ronin,3DS,2015.0,Action,,0.05,0.1,,,,,
,Assassin's Creed Syndicate,PC,2015.0,Action,,0.1,0.08,,,,,
,Saints Row IV,XOne,2015.0,Action,,0.1,0.09,,,,,
,Zombie Army Trilogy,PS4,2015.0,Shooter,,0.04,0.12,,,,,
,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,3DS,2015.0,Action,,0.0,0.0,,,,,
,Disney Magic World 2,3DS,2015.0,Action,,0.0,0.0,,,,,
,God Eater Resurrection,PSV,2015.0,Action,,0.0,0.0,,,,,
,3rd Super Robot Wars Z: Tengoku-Hen,PSV,2015.0,Action,,0.0,0.0,,,,,
,Evolve,PC,2015.0,Shooter,,0.07,0.1,,,,,
,Dying Light,PC,2015.0,Action,,0.11,0.06,,,,,
,Yakuza Zero: The Place of Oath,PS4,2015.0,Action,,0.0,0.0,,,,,
,Toukiden Kiwami,PS4,2015.0,Action,,0.05,0.07,,,,,
,Payday 2,XOne,2015.0,Shooter,,0.08,0.07,,,,,
,Senran Kagura: Estival Versus,PS4,2015.0,Action,,0.07,0.0,,,,,
,Mobile Suit Gundam: Extreme VS Force,PSV,2015.0,Action,,0.0,0.0,,,,,
,Bladestorm: Nightmare,PS4,2015.0,Action,,0.07,0.04,,,,,
,Wolfenstein: The Old Blood,XOne,2015.0,Action,,0.07,0.07,,,,,
,3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015.0,Action,,0.0,0.0,,,,,
,Pro Baseball Spirits 2015,PS3,2015.0,Action,,0.0,0.0,,,,,
,Dishonored,XOne,2015.0,Action,,0.08,0.05,,,,,
,Disney Infinity 2.0: Marvel Super Heroes,PSV,2015.0,Action,,0.0,0.11,,,,,
,Sumikko Gurashi: Omise Hajimerundesu,3DS,2015.0,Action,,0.0,0.0,,,,,
,Just Cause 3,PC,2015.0,Action,,0.03,0.11,,,,,
,Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015.0,Action,,0.0,0.0,,,,,
,BlazBlue: Chrono Phantasma Extend,PS4,2015.0,Action,,0.07,0.03,,,,,
,Battlefield: Hardline,PC,2015.0,Shooter,,0.0,0.13,,,,,
,Transformers: Devastation,XOne,2015.0,Action,,0.09,0.03,,,,,
,DmC: Devil May Cry,XOne,2015.0,Action,,0.08,0.04,,,,,
,Pro Baseball Spirits 2015,PSV,2015.0,Action,,0.0,0.0,,,,,
,Super Robot Wars BX,3DS,2015.0,Action,,0.0,0.0,,,,,
,Resident Evil: Revelations 2,PSV,2015.0,Action,,0.01,0.05,,,,,
,Batman: Arkham Knight,PC,2015.0,Action,,0.08,0.03,,,,,
,Gravity Rush Remastered,PS4,2015.0,Action,,0.02,0.05,,,,,
,Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015.0,Action,,0.0,0.0,,,,,
,Final Fantasy XIV: Heavensward,PS4,2015.0,Action,,0.0,0.05,,,,,
,Rodea the Sky Soldier,WiiU,2015.0,Action,,0.08,0.02,,,,,
,MegaTagmension Blanc + Neptune VS Zombies,PSV,2015.0,Action,,0.02,0.03,,,,,
,Deadpool,XOne,2015.0,Action,,0.08,0.03,,,,,
,Skylanders: SuperChargers,3DS,2015.0,Action,,0.05,0.06,,,,,
,Samurai Warriors 4-II,PS4,2015.0,Action,,0.03,0.02,,,,,
,Samurai Warriors 4-II,PS3,2015.0,Action,,0.0,0.0,,,,,
,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015.0,Action,,0.0,0.0,,,,,
,Transformers: Devastation,PS3,2015.0,Action,,0.03,0.07,,,,,
,Adventure Time: Finn & Jake Investigations,PS3,2015.0,Action,,0.02,0.07,,,,,
,Taiko no Tatsujin: V Version,PSV,2015.0,Action,,0.0,0.0,,,,,
,Zombie Army Trilogy,XOne,2015.0,Shooter,,0.04,0.05,,,,,
,Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015.0,Action,,0.0,0.0,,,,,
,Resident Evil: Revelations 2,XOne,2015.0,Action,,0.07,0.02,,,,,
,Adventure Time: Finn & Jake Investigations,X360,2015.0,Action,,0.02,0.06,,,,,
,The Crew: Wild Run,PS4,2015.0,Action,,0.0,0.08,,,,,
,Devil May Cry 4,PS4,2015.0,Action,,0.01,0.0,,,,,
,Transformers: Devastation,X360,2015.0,Action,,0.06,0.02,,,,,
,Pokemon Rumble World,3DS,2015.0,Action,,0.0,0.01,,,,,
,Samurai Warriors 4: Empires,PS4,2015.0,Action,,0.02,0.01,,,,,
,Sengoku Basara 4: Sumeragi,PS3,2015.0,Action,,0.0,0.0,,,,,
,Resident Evil: Revelations 2,X360,2015.0,Action,,0.04,0.04,,,,,
,Adventure Time: Finn & Jake Investigations,PS4,2015.0,Action,,0.03,0.04,,,,,
,Kuroko's Basketball: Ties to Future,3DS,2015.0,Action,,0.0,0.0,,,,,
,Arslan: The Warriors of Legend,PS4,2015.0,Action,,0.02,0.01,,,,,
,God Eater Resurrection,PS4,2015.0,Action,,0.0,0.0,,,,,
,Wolfenstein: The Old Blood,PC,2015.0,Action,,0.0,0.08,,,,,
,Uta no Prince-Sama: All Star After Secret,PSP,2015.0,Action,,0.0,0.0,,,,,
,Looney Tunes: Galactic Sports,PSV,2015.0,Action,,0.0,0.06,,,,,
,Just Dance: Disney Party 2,WiiU,2015.0,Action,,0.06,0.01,,,,,
,Valkyrie Drive: Bhikkhuni,PSV,2015.0,Action,,0.0,0.01,,,,,
,Metal Gear Solid V: The Phantom Pain,PC,2015.0,Action,,0.0,0.07,,,,,
,Adventure Time: Finn & Jake Investigations,3DS,2015.0,Action,,0.02,0.05,,,,,
,Just Dance: Disney Party 2,X360,2015.0,Action,,0.05,0.01,,,,,
,BlazBlue: Chrono Phantasma Extend,PSV,2015.0,Action,,0.0,0.05,,,,,
,Assassin's Creed: Rogue,PC,2015.0,Action,,0.04,0.02,,,,,
,Toy Soldiers: War Chest,PS4,2015.0,Action,,0.06,0.0,,,,,
,Monster High: New Ghoul in School,PS3,2015.0,Action,,0.0,0.06,,,,,
,Lost Heroes 2,3DS,2015.0,Action,,0.0,0.0,,,,,
,Just Dance: Disney Party 2,XOne,2015.0,Action,,0.05,0.01,,,,,
,Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,2015.0,Action,,0.0,0.0,,,,,
,Legend of Kay,PS4,2015.0,Action,,0.02,0.03,,,,,
,Devil's Third,WiiU,2015.0,Action,,0.04,0.02,,,,,
,Barbie and Her Sisters Puppy Rescue,Wii,2015.0,Action,,0.0,0.06,,,,,
,BlazBlue: Chrono Phantasma Extend,XOne,2015.0,Action,,0.05,0.01,,,,,
,Darksiders II,XOne,2015.0,Action,,0.03,0.02,,,,,
,Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015.0,Action,,0.0,0.0,,,,,
,Romance of the Three Kingdoms 13,PS4,2015.0,Action,,0.01,0.0,,,,,
,Nights of Azure,PS4,2015.0,Action,,0.03,0.02,,,,,
,Samurai Warriors 4: Empires,PS3,2015.0,Action,,0.0,0.0,,,,,
,Legend of Kay,WiiU,2015.0,Action,,0.03,0.02,,,,,
,NHL Legacy,X360,2015.0,Action,,0.05,0.0,,,,,
,Samurai Warriors 4: Empires,PSV,2015.0,Action,,0.0,0.0,,,,,
,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015.0,Action,,0.01,0.0,,,,,
,Adventure Time: Finn & Jake Investigations,WiiU,2015.0,Action,,0.03,0.02,,,,,
,Samurai Warriors 4-II,PSV,2015.0,Action,,0.0,0.0,,,,,
,New Prince of Tennis: Go to the Top,3DS,2015.0,Action,,0.0,0.0,,,,,
,Toy Soldiers: War Chest,XOne,2015.0,Action,,0.05,0.0,,,,,
,Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015.0,Shooter,,0.02,0.02,,,,,
,Luminous Arc Infinity,PSV,2015.0,Action,,0.0,0.0,,,,,
,Adventure Time: Finn & Jake Investigations,XOne,2015.0,Action,,0.02,0.02,,,,,
,Sengoku Basara 4: Sumeragi,PS4,2015.0,Action,,0.0,0.0,,,,,
,Bladestorm: Nightmare,XOne,2015.0,Action,,0.03,0.02,,,,,
,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015.0,Action,,0.0,0.0,,,,,
,Saints Row: Gat out of Hell,PS4,2015.0,Action,,0.0,0.04,,,,,
,Arslan: The Warriors of Legend,PS3,2015.0,Action,,0.0,0.0,,,,,
,World Trigger: Borderless Mission,PSV,2015.0,Action,,0.0,0.0,,,,,
,Yowamushi Pedal,3DS,2015.0,Action,,0.0,0.0,,,,,
,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015.0,Action,,0.03,0.0,,,,,
,BlazBlue: Chrono Phantasma Extend,PS3,2015.0,Action,,0.0,0.0,,,,,
,Romance of the Three Kingdoms 13,PS3,2015.0,Action,,0.0,0.0,,,,,
,Yuki Yuna is a Hero: Memory of the Forest,PSV,2015.0,Action,,0.0,0.0,,,,,
,Monster High: New Ghoul in School,X360,2015.0,Action,,0.0,0.04,,,,,
,Famicom Remix Best Choice,3DS,2015.0,Action,,0.0,0.0,,,,,
,LEGO Jurassic World,PC,2015.0,Action,,0.0,0.04,,,,,
,Rodea the Sky Soldier,3DS,2015.0,Action,,0.03,0.0,,,,,
,Monster High: New Ghoul in School,3DS,2015.0,Action,,0.0,0.03,,,,,
,NHL Legacy,PS3,2015.0,Action,,0.03,0.0,,,,,
,Barbie and Her Sisters Puppy Rescue,3DS,2015.0,Action,,0.0,0.03,,,,,
,Assassin's Creed Chronicles: China,PS4,2015.0,Action,,0.0,0.03,,,,,
,Diabolik Lovers: Dark Fate,PSV,2015.0,Action,,0.0,0.0,,,,,
,Rugby League Live 3,PS3,2015.0,Action,,0.0,0.03,,,,,
,Ukiyo no Shishi,PS3,2015.0,Action,,0.0,0.0,,,,,
,Monster High: New Ghoul in School,Wii,2015.0,Action,,0.0,0.03,,,,,
,A Good Librarian Like a Good Shepherd: Library Party,PSV,2015.0,Action,,0.0,0.0,,,,,
,Gal Gun: Double Peace,PSV,2015.0,Action,,0.0,0.02,,,,,
,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS,2015.0,Action,,0.0,0.0,,,,,
,Hakuoki Zuisouroku Omokage Hana,PSV,2015.0,Action,,0.0,0.0,,,,,
,Ebikore Photo Kano Kiss,PSV,2015.0,Action,,0.0,0.0,,,,,
,Bad Apple Wars,PSV,2015.0,Action,,0.0,0.0,,,,,
,Transformers: Devastation,PC,2015.0,Action,,0.0,0.03,,,,,
,The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015.0,Action,,0.0,0.03,,,,,
,Kung Fu Panda: Showdown of Legendary Legends,X360,2015.0,Action,,0.0,0.03,,,,,
,Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015.0,Action,,0.0,0.0,,,,,
,Bladestorm: Nightmare,PS3,2015.0,Action,,0.0,0.0,,,,,
,Higurashi no Naku Koro ni Iki,PSV,2015.0,Action,,0.0,0.0,,,,,
,Rugby League Live 3,X360,2015.0,Action,,0.0,0.03,,,,,
,Harukanaru Toki no Naka de 6,PSV,2015.0,Action,,0.0,0.0,,,,,
,Gudetama: Hanjuku de Tanomuwa,3DS,2015.0,Action,,0.0,0.0,,,,,
,Let's Sing 2016,PS4,2015.0,Action,,0.02,0.0,,,,,
,The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015.0,Action,,0.0,0.02,,,,,
,The Peanuts Movie: Snoopy's Grand Adventure,X360,2015.0,Action,,0.0,0.02,,,,,
,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015.0,Action,,0.0,0.0,,,,,
,Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015.0,Action,,0.0,0.0,,,,,
,Winning Post 8 2015,PSV,2015.0,Action,,0.0,0.0,,,,,
,Thomas and Friends: Steaming around Sodor,3DS,2015.0,Action,,0.0,0.02,,,,,
,Rugby League Live 3,PS4,2015.0,Action,,0.0,0.02,,,,,
,To Love-Ru Trouble: Darkness - True Princess,PSV,2015.0,Action,,0.0,0.0,,,,,
,Winning Post 8 2015,PS3,2015.0,Action,,0.0,0.0,,,,,
,Ukiyo no Roushi,PSV,2015.0,Action,,0.0,0.0,,,,,
,Kung Fu Panda: Showdown of Legendary Legends,PS3,2015.0,Action,,0.0,0.02,,,,,
,Final Fantasy XIV: Heavensward,PS3,2015.0,Action,,0.01,0.0,,,,,
,Rugby League Team Manager 2015,PC,2015.0,Action,,0.0,0.02,,,,,
,Kung Fu Panda: Showdown of Legendary Legends,3DS,2015.0,Action,,0.0,0.02,,,,,
,Hakuoki: Shinkai - Furi no Shou,PSV,2015.0,Action,,0.0,0.0,,,,,
,Downtown Nekketsu Jidaigek,3DS,2015.0,Action,,0.0,0.0,,,,,
,Legend of Kay Anniversary,PS4,2015.0,Action,,0.0,0.02,,,,,
,Angelique Retour,PSV,2015.0,Action,,0.0,0.0,,,,,
,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015.0,Action,,0.0,0.0,,,,,
,Date-A-Live Twin Edition: Rio Reincarnation,PSV,2015.0,Action,,0.0,0.0,,,,,
,Natsuiro High School: Seishun Hakusho,PS4,2015.0,Action,,0.0,0.0,,,,,
,Dynasty Warriors 8: Empires,PSV,2015.0,Action,,0.0,0.0,,,,,
,Otoko Yukaku,PSV,2015.0,Action,,0.0,0.0,,,,,
,Natsuiro High School: Seishun Hakusho,PS3,2015.0,Action,,0.0,0.0,,,,,
,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015.0,Action,,0.0,0.0,,,,,
,Lovely x Cation 1 & 2,PSV,2015.0,Action,,0.0,0.0,,,,,
,New Atelier Rorona: Hajimari no Monogatari,3DS,2015.0,Action,,0.0,0.0,,,,,
,The Crew: Wild Run,PC,2015.0,Action,,0.0,0.02,,,,,
,The Crew: Wild Run,XOne,2015.0,Action,,0.0,0.02,,,,,
,Final Fantasy XIV: Heavensward,PC,2015.0,Action,,0.01,0.01,,,,,
,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015.0,Action,,0.0,0.0,,,,,
,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015.0,Action,,0.0,0.0,,,,,
,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015.0,Action,,0.0,0.0,,,,,
,Abunai: Koi no Sousa Shitsu,PSV,2015.0,Action,,0.0,0.0,,,,,
,Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015.0,Action,,0.0,0.0,,,,,
,Reine des Fleurs,PSV,2015.0,Action,,0.0,0.0,,,,,
,Psychedelica of the Black Butterfly,PSV,2015.0,Action,,0.0,0.0,,,,,
,Saenai Kanojo no Sodatekata: Blessing Flowers,PSV,2015.0,Action,,0.0,0.0,,,,,
,Professional Farmer 2016,PS4,2015.0,Action,,0.0,0.01,,,,,
,Harukanaru Toki no Naka de 6,PSP,2015.0,Action,,0.0,0.0,,,,,
,Barbie and Her Sisters Puppy Rescue,PS3,2015.0,Action,,0.0,0.01,,,,,
,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015.0,Action,,0.0,0.0,,,,,
,Meiji Toukyou Renka: Twilight Kiss,PSP,2015.0,Action,,0.0,0.0,,,,,
,Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015.0,Action,,0.0,0.0,,,,,
,Infinite Stratos 2: Love and Purge,PSV,2015.0,Action,,0.0,0.0,,,,,
,Barbie and Her Sisters Puppy Rescue,WiiU,2015.0,Action,,0.0,0.01,,,,,
,Higurashi no Naku Koro ni Iki,PS3,2015.0,Action,,0.0,0.0,,,,,
,Paranormal Pursuit: The Gifted One,PC,2015.0,Action,,0.0,0.01,,,,,
,Norn + Nonette: Last Era,PSV,2015.0,Action,,0.0,0.0,,,,,
,Fuuraiki 3,PSV,2015.0,Action,,0.0,0.0,,,,,
,Hyakka Yakou,PSV,2015.0,Action,,0.0,0.0,,,,,
,Farming Simulator 15 Expansion Pack,PC,2015.0,Action,,0.0,0.01,,,,,
,Legend of Kay Anniversary,WiiU,2015.0,Action,,0.0,0.01,,,,,
,Durarara!! Relay,PSV,2015.0,Action,,0.0,0.0,,,,,
,Professional Farmer 2016,PSV,2015.0,Action,,0.0,0.01,,,,,
,Fallout Anthology,PC,2015.0,Action,,0.0,0.01,,,,,
,Rugby League Live 3,XOne,2015.0,Action,,0.0,0.01,,,,,
,"Horse Life 4: My Horse, My Friend, My Champion",3DS,2015.0,Action,,0.0,0.01,,,,,
,"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,2015.0,Action,,0.0,0.0,,,,,
,Irotoridori no Sekai: World's End Re-Birth,PSV,2015.0,Action,,0.0,0.0,,,,,
,Hakuoki: Reimeiroku - Omouhase Kara,PSV,2015.0,Action,,0.0,0.0,,,,,
,Uncharted 4: A Thief's End,PS4,2016.0,Shooter,,1.3,2.07,,,,,
,Tom Clancy's The Division,PS4,2016.0,Shooter,,1.28,1.61,,,,,
,Far Cry: Primal,PS4,2016.0,Action,,0.59,1.16,,,,,
,Tom Clancy's The Division,XOne,2016.0,Shooter,,1.2,0.62,,,,,
,Overwatch,PS4,2016.0,Shooter,,0.64,0.68,,,,,
,No Man's Sky,PS4,2016.0,Action,,0.58,0.74,,,,,
,Doom (2016),PS4,2016.0,Shooter,,0.49,0.66,,,,,
,Yokai Watch 3,3DS,2016.0,Action,,0.0,0.0,,,,,
,The Legend of Zelda: Twilight Princess HD,WiiU,2016.0,Action,,0.48,0.3,,,,,
,Far Cry: Primal,XOne,2016.0,Action,,0.46,0.32,,,,,
,Overwatch,XOne,2016.0,Shooter,,0.52,0.25,,,,,
,Kirby: Planet Robobot,3DS,2016.0,Action,,0.26,0.1,,,,,
,MLB 16: The Show,PS4,2016.0,Action,,0.68,0.0,,,,,
,Doom (2016),XOne,2016.0,Shooter,,0.39,0.23,,,,,
,LEGO Marvel's Avengers,PS4,2016.0,Action,,0.25,0.29,,,,,
,Yokai Sangokushi,3DS,2016.0,Action,,0.0,0.0,,,,,
,Lego Star Wars: The Force Awakens,PS4,2016.0,Action,,0.14,0.32,,,,,
,Quantum Break,XOne,2016.0,Action,,0.27,0.19,,,,,
,Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016.0,Action,,0.04,0.16,,,,,
,Plants vs. Zombies: Garden Warfare 2,PS4,2016.0,Shooter,,0.17,0.21,,,,,
,Plants vs. Zombies: Garden Warfare 2,XOne,2016.0,Shooter,,0.26,0.15,,,,,
,Overwatch,PC,2016.0,Shooter,,0.22,0.18,,,,,
,Hyrule Warriors,3DS,2016.0,Action,,0.16,0.12,,,,,
,Tom Clancy's The Division,PC,2016.0,Shooter,,0.2,0.14,,,,,
,Resident Evil Zero,PS4,2016.0,Action,,0.09,0.17,,,,,
,Star Fox: Zero,WiiU,2016.0,Shooter,,0.16,0.1,,,,,
,LEGO Marvel's Avengers,X360,2016.0,Action,,0.17,0.15,,,,,
,LEGO Marvel's Avengers,XOne,2016.0,Action,,0.18,0.11,,,,,
,TrackMania Turbo,PS4,2016.0,Action,,0.03,0.24,,,,,
,LEGO Marvel's Avengers,PS3,2016.0,Action,,0.1,0.17,,,,,
,Homefront: The Revolution,PS4,2016.0,Shooter,,0.05,0.19,,,,,
,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016.0,Action,,0.0,0.0,,,,,
,Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016.0,Action,,0.03,0.11,,,,,
,Lego Star Wars: The Force Awakens,XOne,2016.0,Action,,0.12,0.1,,,,,
,LEGO Marvel's Avengers,WiiU,2016.0,Action,,0.12,0.09,,,,,
,LEGO Marvel's Avengers,PSV,2016.0,Action,,0.07,0.11,,,,,
,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,2016.0,Action,,0.0,0.0,,,,,
,Battleborn,PS4,2016.0,Shooter,,0.09,0.08,,,,,
,Attack on Titan (KOEI),PS4,2016.0,Action,,0.02,0.06,,,,,
,BioShock The Collection,PS4,2016.0,Shooter,,0.05,0.11,,,,,
,Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,2016.0,Action,,0.0,0.0,,,,,
,Kan Colle Kai,PSV,2016.0,Action,,0.0,0.0,,,,,
,The Heavy Rain and Beyond: Two Souls Collection,PS4,2016.0,Action,,0.0,0.16,,,,,
,LEGO Marvel's Avengers,3DS,2016.0,Action,,0.07,0.08,,,,,
,Doom (2016),PC,2016.0,Shooter,,0.06,0.1,,,,,
,MLB 16: The Show,PS3,2016.0,Action,,0.13,0.0,,,,,
,Far Cry: Primal,PC,2016.0,Action,,0.04,0.09,,,,,
,Attack on Titan (KOEI),PSV,2016.0,Action,,0.0,0.0,,,,,
,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS3,2016.0,Action,,0.0,0.0,,,,,
,Battleborn,XOne,2016.0,Shooter,,0.08,0.04,,,,,
,Lego Star Wars: The Force Awakens,PS3,2016.0,Action,,0.03,0.07,,,,,
,Homefront: The Revolution,XOne,2016.0,Shooter,,0.05,0.07,,,,,
,Gundam Breaker 3,PSV,2016.0,Action,,0.0,0.0,,,,,
,7 Days to Die,PS4,2016.0,Action,,0.03,0.07,,,,,
,Assassin's Creed Chronicles,PSV,2016.0,Action,,0.02,0.06,,,,,
,Dead Island Definitive Collection,PS4,2016.0,Action,,0.02,0.07,,,,,
,Lego Star Wars: The Force Awakens,X360,2016.0,Action,,0.04,0.06,,,,,
,Toukiden 2,PSV,2016.0,Action,,0.0,0.0,,,,,
,ReCore,XOne,2016.0,Action,,0.06,0.03,,,,,
,Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016.0,Action,,0.0,0.0,,,,,
,Gundam Breaker 3,PS4,2016.0,Action,,0.0,0.0,,,,,
,Digimon World: Next Order,PSV,2016.0,Action,,0.0,0.0,,,,,
,Lego Star Wars: The Force Awakens,PSV,2016.0,Action,,0.02,0.05,,,,,
,Disney Art Academy,3DS,2016.0,Action,,0.01,0.01,,,,,
,Lego Star Wars: The Force Awakens,WiiU,2016.0,Action,,0.04,0.04,,,,,
,Toukiden 2,PS4,2016.0,Action,,0.0,0.0,,,,,
,BioShock The Collection,XOne,2016.0,Shooter,,0.03,0.04,,,,,
,Assassin's Creed Chronicles,PS4,2016.0,Action,,0.01,0.05,,,,,
,Terraria,3DS,2016.0,Action,,0.0,0.03,,,,,
,Resident Evil Zero,XOne,2016.0,Action,,0.05,0.02,,,,,
,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016.0,Action,,0.04,0.02,,,,,
,Battleborn,PC,2016.0,Shooter,,0.03,0.03,,,,,
,Resident Evil 6,PS4,2016.0,Shooter,,0.05,0.0,,,,,
,Lego Star Wars: The Force Awakens,3DS,2016.0,Action,,0.02,0.04,,,,,
,Song of the Deep,PS4,2016.0,Action,,0.05,0.0,,,,,
,Destiny: The Collection,PS4,2016.0,Shooter,,0.01,0.04,,,,,
,Attack on Titan (KOEI),PS3,2016.0,Action,,0.0,0.0,,,,,
,TrackMania Turbo,XOne,2016.0,Action,,0.02,0.03,,,,,
