,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,NA_Cumulative_Sales,Cumulative_NA_Sales,Cumulative_JP_Sales
4157,,NBA Inside Drive 2004,XB,2003.0,Sports,,0.13,0.04,,,,,,84.00000000000007,
4159,,Metal Arms: Glitch in the System,XB,2003.0,Shooter,,0.13,0.04,,,,,,84.13000000000007,
4160,,Exhibition Volume 02,XB,2003.0,Misc,,0.13,0.04,,,,,,84.26000000000006,
4161,,SWAT: Global Strike Team,XB,2003.0,Shooter,,0.13,0.04,,,,,,84.39000000000006,
4166,,Hunter: The Reckoning Redeemer,XB,2003.0,Action,,0.13,0.04,,,,,,84.52000000000005,
4167,,Spawn: Armageddon,XB,2003.0,Action,,0.13,0.04,,,,,,84.65000000000005,
4169,,State of Emergency,XB,2003.0,Action,,0.13,0.04,,,,,,84.78000000000004,
4171,,Backyard Wrestling: Don't Try This at Home,XB,2003.0,Fighting,,0.13,0.04,,,,,,84.91000000000004,
4179,,Magic: The Gathering - Battlegrounds,XB,2003.0,Strategy,,0.12,0.03,,,,,,85.03000000000004,
4181,,Dynasty Warriors 4,XB,2003.0,Action,,0.12,0.03,,,,,,85.15000000000005,
4195,,World Series Baseball 2K3,XB,2003.0,Sports,,0.11,0.03,,,,,,85.26000000000005,
4196,,Ford Racing 2,XB,2003.0,Racing,,0.11,0.03,,,,,,85.37000000000005,
4198,,Phantasy Star Online Episode I & II,XB,2003.0,Role-Playing,,0.11,0.03,,,,,,85.48000000000005,
4202,,Grabbed by the Ghoulies,XB,2003.0,Action,,0.11,0.03,,,,,,85.59000000000005,
4205,,Terminator 3: Rise of the Machines,XB,2003.0,Action,,0.11,0.03,,,,,,85.70000000000005,
4207,,Scooby-Doo! Night of 100 Frights,XB,2003.0,Platform,,0.11,0.03,,,,,,85.81000000000004,
4210,,Dino Crisis 3,XB,2003.0,Action,,0.08,0.03,,,,,,85.89000000000004,
4212,,NBA Jam,XB,2003.0,Sports,,0.1,0.03,,,,,,85.99000000000004,
4213,,Apex,XB,2003.0,Racing,,0.1,0.03,,,,,,86.09000000000003,
4214,,Gladius,XB,2003.0,Strategy,,0.1,0.03,,,,,,86.19000000000003,
4215,,Spy Hunter 2,XB,2003.0,Racing,,0.1,0.03,,,,,,86.29000000000002,
4218,,Rogue Ops,XB,2003.0,Action,,0.1,0.03,,,,,,86.39000000000001,
4219,,Mission: Impossible - Operation Surma,XB,2003.0,Platform,,0.1,0.03,,,,,,86.49000000000001,
4220,,RollerCoaster Tycoon,XB,2003.0,Strategy,,0.1,0.03,,,,,,86.59,
4227,,All-Star Baseball 2004,XB,2003.0,Sports,,0.1,0.03,,,,,,86.69,
4228,,Star Wars: Clone Wars,XB,2003.0,Shooter,,0.1,0.03,,,,,,86.78999999999999,
4230,,Armed and Dangerous,XB,2003.0,Shooter,,0.09,0.03,,,,,,86.88,
4234,,Red Faction II,XB,2003.0,Shooter,,0.09,0.03,,,,,,86.97,
4235,,Voodoo Vince,XB,2003.0,Platform,,0.09,0.03,,,,,,87.06,
4243,,MLB Inside Pitch 2003,XB,2003.0,Sports,,0.09,0.03,,,,,,87.15,
4245,,Buffy the Vampire Slayer: Chaos Bleeds,XB,2003.0,Action,,0.09,0.03,,,,,,87.24000000000001,
4246,,Sphinx and the Cursed Mummy,XB,2003.0,Action,,0.09,0.02,,,,,,87.33000000000001,
4250,,Batman: Dark Tomorrow,XB,2003.0,Action,,0.08,0.02,,,,,,87.41000000000001,
4251,,Batman: Rise of Sin Tzu,XB,2003.0,Action,,0.08,0.02,,,,,,87.49000000000001,
4252,,The Fairly Odd Parents: Breakin Da Rules,XB,2003.0,Platform,,0.08,0.02,,,,,,87.57000000000001,
4253,,ESPN NHL Hockey,XB,2003.0,Sports,,0.08,0.02,,,,,,87.65,
4254,,Disney's Extreme Skate Adventure,XB,2003.0,Sports,,0.08,0.02,,,,,,87.73,
4258,,NHL Rivals 2004,XB,2003.0,Sports,,0.08,0.02,,,,,,87.81,
4260,,Dr. Seuss' The Cat in the Hat,XB,2003.0,Misc,,0.08,0.02,,,,,,87.89,
4262,,Mace Griffin: Bounty Hunter,XB,2003.0,Shooter,,0.08,0.02,,,,,,87.97,
4264,,UFC: Tapout 2,XB,2003.0,Fighting,,0.08,0.02,,,,,,88.05,
4266,,Vexx,XB,2003.0,Platform,,0.08,0.02,,,,,,88.13,
4270,,Syberia,XB,2003.0,Action,,0.08,0.02,,,,,,88.21,
4272,,Beyond Good & Evil,XB,2003.0,Adventure,,0.08,0.02,,,,,,88.28999999999999,
4273,,Capcom vs. SNK 2 EO,XB,2003.0,Fighting,,0.08,0.02,,,,,,88.36999999999999,
4278,,Evil Dead: Fistfull of Boomstick,XB,2003.0,Action,,0.07,0.02,,,,,,88.43999999999998,
4279,,Exhibition Volume 03,XB,2003.0,Misc,,0.07,0.02,,,,,,88.50999999999998,
4281,,MotoGP 2,XB,2003.0,Racing,,0.07,0.02,,,,,,88.57999999999997,
4284,,MLB SlugFest 20-04,XB,2003.0,Sports,,0.07,0.02,,,,,,88.64999999999996,
4290,,Disney's The Haunted Mansion,XB,2003.0,Platform,,0.07,0.02,,,,,,88.71999999999996,
4295,,R: Racing Evolution,XB,2003.0,Racing,,0.06,0.02,,,,,,88.77999999999996,
4300,,Sega GT Online,XB,2003.0,Racing,,0.06,0.02,,,,,,88.83999999999996,
4304,,Aliens versus Predator: Extinction,XB,2003.0,Strategy,,0.06,0.02,,,,,,88.89999999999996,
4307,,The Italian Job,XB,2003.0,Racing,,0.06,0.02,,,,,,88.95999999999997,
4311,,High Heat Major League Baseball 2004,XB,2003.0,Sports,,0.06,0.02,,,,,,89.01999999999997,
4312,,Goblin Commander: Unleash the Horde,XB,2003.0,Strategy,,0.06,0.02,,,,,,89.07999999999997,
4315,,Battlestar Galactica,XB,2003.0,Shooter,,0.06,0.02,,,,,,89.13999999999997,
4316,,RoadKill,XB,2003.0,Action,,0.06,0.02,,,,,,89.19999999999997,
4325,,Rayman 3: Hoodlum Havoc,XB,2003.0,Platform,,0.06,0.02,,,,,,89.25999999999998,
4328,,I-Ninja,XB,2003.0,Platform,,0.05,0.02,,,,,,89.30999999999997,
4332,,Exhibition Volume 4,XB,2003.0,Misc,,0.05,0.02,,,,,,89.35999999999997,
4337,,Harry Potter and the Sorcerer's Stone,XB,2003.0,Action,,0.05,0.02,,,,,,89.40999999999997,
4344,,Jurassic Park: Operation Genesis,XB,2003.0,Simulation,,0.05,0.01,,,,,,89.45999999999997,
4346,,World Racing,XB,2003.0,Racing,,0.05,0.01,,,,,,89.50999999999996,
4349,,NHL Hitz Pro,XB,2003.0,Sports,,0.05,0.01,,,,,,89.55999999999996,
4350,,Bionicle,XB,2003.0,Action,,0.05,0.01,,,,,,89.60999999999996,
4356,,Barbie Horse Adventures: Wild Horse Rescue,XB,2003.0,Sports,,0.05,0.01,,,,,,89.65999999999995,
4357,,The Great Escape,XB,2003.0,Action,,0.05,0.01,,,,,,89.70999999999995,
4364,,Worms 3D,XB,2003.0,Strategy,,0.04,0.01,,,,,,89.74999999999996,
4368,,Whiplash,XB,2003.0,Racing,,0.04,0.01,,,,,,89.78999999999996,
4369,,Speed Kings,XB,2003.0,Racing,,0.04,0.01,,,,,,89.82999999999997,
4370,,Gladiator: Sword of Vengeance,XB,2003.0,Action,,0.04,0.01,,,,,,89.86999999999998,
4373,,BlowOut,XB,2003.0,Shooter,,0.04,0.01,,,,,,89.90999999999998,
4377,,NFL Blitz Pro,XB,2003.0,Sports,,0.04,0.01,,,,,,89.94999999999999,
4378,,Wakeboarding Unleashed Featuring Shaun Murray,XB,2003.0,Sports,,0.04,0.01,,,,,,89.99,
4379,,Otogi 2: Immortal Warriors,XB,2003.0,Action,,0.04,0.01,,,,,,90.03,
4381,,IndyCar Series,XB,2003.0,Racing,,0.04,0.01,,,,,,90.07000000000001,
4388,,Arx Fatalis,XB,2003.0,Role-Playing,,0.04,0.01,,,,,,90.11000000000001,
4393,,Alter Echo,XB,2003.0,Shooter,,0.04,0.01,,,,,,90.15000000000002,
4401,,Yager,XB,2003.0,Shooter,,0.03,0.01,,,,,,90.18000000000002,
4402,,Futurama,XB,2003.0,Platform,,0.03,0.01,,,,,,90.21000000000002,
4407,,Dai Senryaku VII: Modern Military Tactics,XB,2003.0,Strategy,,0.03,0.01,,,,,,90.24000000000002,
4408,,SX Superstar,XB,2003.0,Racing,,0.03,0.01,,,,,,90.27000000000002,
4409,,Bloody Roar Extreme,XB,2003.0,Fighting,,0.03,0.01,,,,,,90.30000000000003,
4420,,Pro Race Driver,XB,2003.0,Racing,,0.03,0.01,,,,,,90.33000000000003,
4424,,World Championship Pool 2004,XB,2003.0,Sports,,0.03,0.01,,,,,,90.36000000000003,
4426,,RLH: Run Like Hell,XB,2003.0,Shooter,,0.03,0.01,,,,,,90.39000000000003,
4428,,Black Stone: Magic & Steel,XB,2003.0,Role-Playing,,0.03,0.01,,,,,,90.42000000000003,
4438,,Project Gotham Racing 2 (JP weekly sales),XB,2003.0,Action,,0.0,0.0,,,,,,90.42000000000003,
4447,,Freaky Flyers,XB,2003.0,Racing,,0.02,0.01,,,,,,90.44000000000003,
4449,,Robin Hood: Defender of the Crown,XB,2003.0,Strategy,,0.02,0.01,,,,,,90.46000000000002,
4451,,Wallace & Gromit in Project Zoo,XB,2003.0,Platform,,0.02,0.01,,,,,,90.48000000000002,
4454,,Motor Trend presents Lotus Challenge,XB,2003.0,Racing,,0.02,0.01,,,,,,90.50000000000001,
4456,,Pro Cast Sports Fishing,XB,2003.0,Sports,,0.02,0.01,,,,,,90.52000000000001,
4463,,Mojo!,XB,2003.0,Puzzle,,0.02,0.01,,,,,,90.54,
4469,,Stake: Fortune Fighters,XB,2003.0,Fighting,,0.02,0.01,,,,,,90.56,
4472,,Freestyle Metal X,XB,2003.0,Racing,,0.02,0.0,,,,,,90.58,
4476,,Group S Challenge,XB,2003.0,Racing,,0.02,0.0,,,,,,90.6,
4477,,Dakar 2: The World's Ultimate Rally,XB,2003.0,Racing,,0.02,0.0,,,,,,90.61999999999999,
4480,,XGRA: Extreme G Racing Association,XB,2003.0,Racing,,0.02,0.0,,,,,,90.63999999999999,
4486,,Broken Sword: The Sleeping Dragon,XB,2003.0,Adventure,,0.01,0.0,,,,,,90.64999999999999,
4487,,RoboCop,XB,2003.0,Shooter,,0.01,0.0,,,,,,90.66,
4489,,Pulse Racer,XB,2003.0,Racing,,0.01,0.0,,,,,,90.67,
4494,,Battle Engine Aquila,XB,2003.0,Shooter,,0.01,0.0,,,,,,90.68,
4495,,Judge Dredd: Dredd Vs Death,XB,2003.0,Shooter,,0.01,0.0,,,,,,90.69000000000001,
4496,,V-Rally 3,XB,2003.0,Racing,,0.01,0.0,,,,,,90.70000000000002,
4502,,Grooverider: Slot Car Thunder,XB,2003.0,Racing,,0.01,0.0,,,,,,90.71000000000002,
4503,,Furious Karting,XB,2003.0,Racing,,0.01,0.0,,,,,,90.72000000000003,
4510,,Dinotopia: The Sunstone Odyssey,XB,2003.0,Action,,0.01,0.0,,,,,,90.73000000000003,
4511,,"Crouching Tiger, Hidden Dragon",XB,2003.0,Action,,0.01,0.0,,,,,,90.74000000000004,
4522,,Halo 2,XB,2004.0,Shooter,,6.82,1.53,,,,,,97.56000000000003,
4536,,Fable,XB,2004.0,Role-Playing,,1.99,0.58,,,,,,99.55000000000003,
4545,,Need for Speed Underground 2,XB,2004.0,Racing,,1.38,0.8,,,,,,100.93000000000002,
4563,,Star Wars: Battlefront,XB,2004.0,Shooter,,1.24,0.45,,,,,,102.17000000000002,
4565,,Madden NFL 2005,XB,2004.0,Sports,,1.61,0.03,,,,,,103.78000000000002,
4572,,ESPN NFL 2K5,XB,2004.0,Sports,,1.54,0.02,,,,,,105.32000000000002,
4577,,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004.0,Action,,0.82,0.59,,,,,,106.14000000000001,
4588,,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004.0,Role-Playing,,0.99,0.33,,,,,,107.13000000000001,
4589,,Tom Clancy's Ghost Recon 2,XB,2004.0,Shooter,,0.86,0.45,,,,,,107.99000000000001,
4597,,Burnout 3: Takedown,XB,2004.0,Racing,,0.84,0.43,,,,,,108.83000000000001,
4602,,Ninja Gaiden,XB,2004.0,Action,,0.92,0.2,,,,,,109.75000000000001,
4606,,Call of Duty: Finest Hour,XB,2004.0,Shooter,,0.78,0.4,,,,,,110.53000000000002,
4614,,Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004.0,Shooter,,0.99,0.12,,,,,,111.52000000000001,
4615,,Spider-Man 2,XB,2004.0,Action,,0.82,0.26,,,,,,112.34,
4622,,FIFA Soccer 2005,XB,2004.0,Sports,,0.33,0.6,,,,,,112.67,
4623,,ESPN NBA 2K5,XB,2004.0,Sports,,0.88,0.04,,,,,,113.55,
4628,,Sonic Mega Collection Plus,XB,2004.0,Misc,,0.61,0.26,,,,,,114.16,
4630,,X-Men Legends,XB,2004.0,Role-Playing,,0.62,0.24,,,,,,114.78,
4631,,NBA Live 2005,XB,2004.0,Sports,,0.81,0.05,,,,,,115.59,
4636,,Tiger Woods PGA Tour 2005,XB,2004.0,Sports,,0.64,0.18,,,,,,116.23,
4645,,Prince of Persia: Warrior Within,XB,2004.0,Action,,0.48,0.28,,,,,,116.71000000000001,
4647,,Driv3r,XB,2004.0,Racing,,0.36,0.38,,,,,,117.07000000000001,
4649,,Mortal Kombat: Deception,XB,2004.0,Fighting,,0.61,0.12,,,,,,117.68,
4652,,Tony Hawk's Underground 2,XB,2004.0,Sports,,0.48,0.24,,,,,,118.16000000000001,
4654,,Full Spectrum Warrior,XB,2004.0,Strategy,,0.54,0.16,,,,,,118.70000000000002,
4664,,NCAA Football 2005,XB,2004.0,Sports,,0.63,0.02,,,,,,119.33000000000001,
4665,,Fight Night 2004,XB,2004.0,Fighting,,0.51,0.15,,,,,,119.84000000000002,
4667,,Fight Night Round 2004,XB,2004.0,Fighting,,0.46,0.18,,,,,,120.30000000000001,
4668,,NFL Street,XB,2004.0,Sports,,0.49,0.15,,,,,,120.79,
4678,,James Bond 007: Everything or Nothing,XB,2004.0,Shooter,,0.43,0.19,,,,,,121.22000000000001,
4693,,MVP Baseball 2004,XB,2004.0,Sports,,0.44,0.13,,,,,,121.66000000000001,
4707,,Shrek 2,XB,2004.0,Platform,,0.4,0.13,,,,,,122.06000000000002,
4708,,Red Dead Revolver,XB,2004.0,Shooter,,0.4,0.12,,,,,,122.46000000000002,
4709,,The SpongeBob SquarePants Movie,XB,2004.0,Platform,,0.4,0.12,,,,,,122.86000000000003,
4712,,Greg Hastings' Tournament Paintball,XB,2004.0,Shooter,,0.46,0.06,,,,,,123.32000000000002,
4718,,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,2004.0,Misc,,0.4,0.11,,,,,,123.72000000000003,
4719,,Blitz: The League,XB,2004.0,Sports,,0.4,0.11,,,,,,124.12000000000003,
4724,,World Championship Poker,XB,2004.0,Misc,,0.37,0.11,,,,,,124.49000000000004,
4726,,NBA Ballers,XB,2004.0,Sports,,0.37,0.11,,,,,,124.86000000000004,
4731,,Dead or Alive Ultimate,XB,2004.0,Fighting,,0.3,0.1,,,,,,125.16000000000004,
4736,,GoldenEye: Rogue Agent,XB,2004.0,Shooter,,0.34,0.13,,,,,,125.50000000000004,
4739,,NFL Street 2,XB,2004.0,Sports,,0.36,0.11,,,,,,125.86000000000004,
4744,,NASCAR 2005: Chase for the Cup,XB,2004.0,Racing,,0.34,0.1,,,,,,126.20000000000005,
4757,,MX Unleashed,XB,2004.0,Racing,,0.34,0.08,,,,,,126.54000000000005,
4766,,ESPN NHL 2K5,XB,2004.0,Sports,,0.32,0.09,,,,,,126.86000000000004,
4772,,Dance Dance Revolution Ultramix 2,XB,2004.0,Simulation,,0.32,0.09,,,,,,127.18000000000004,
4775,,Lord of the Rings: The Third Age,XB,2004.0,Role-Playing,,0.31,0.09,,,,,,127.49000000000004,
4787,,ESPN College Hoops 2K5,XB,2004.0,Sports,,0.29,0.08,,,,,,127.78000000000004,
4795,,MechAssault 2: Lone Wolf,XB,2004.0,Simulation,,0.27,0.08,,,,,,128.05000000000004,
4804,,Hitman: Contracts,XB,2004.0,Shooter,,0.26,0.07,,,,,,128.31000000000003,
4805,,The Urbz: Sims in the City,XB,2004.0,Simulation,,0.22,0.11,,,,,,128.53000000000003,
4814,,Kingdom Under Fire: The Crusaders,XB,2004.0,Strategy,,0.24,0.07,,,,,,128.77000000000004,
4816,,Yu-Gi-Oh! The Dawn of Destiny,XB,2004.0,Strategy,,0.23,0.07,,,,,,129.00000000000003,
4817,,Midway Arcade Treasures 2,XB,2004.0,Misc,,0.24,0.05,,,,,,129.24000000000004,
4833,,NCAA March Madness 2005,XB,2004.0,Sports,,0.21,0.06,,,,,,129.45000000000005,
4840,,RalliSport Challenge 2,XB,2004.0,Racing,,0.18,0.08,,,,,,129.63000000000005,
4855,,Baldur's Gate: Dark Alliance II,XB,2004.0,Role-Playing,,0.19,0.06,,,,,,129.82000000000005,
4858,,Men of Valor,XB,2004.0,Shooter,,0.19,0.05,,,,,,130.01000000000005,
4860,,Atari Anthology,XB,2004.0,Misc,,0.19,0.05,,,,,,130.20000000000005,
4864,,SRS: Street Racing Syndicate,XB,2004.0,Racing,,0.18,0.05,,,,,,130.38000000000005,
4873,,Mafia,XB,2004.0,Action,,0.17,0.05,,,,,,130.55000000000004,
4875,,Bicycle Casino 2005,XB,2004.0,Misc,,0.17,0.05,,,,,,130.72000000000003,
4878,,Conflict: Vietnam,XB,2004.0,Shooter,,0.17,0.05,,,,,,130.89000000000001,
4887,,The Suffering,XB,2004.0,Action,,0.16,0.05,,,,,,131.05,
4889,,Shellshock: Nam '67,XB,2004.0,Shooter,,0.16,0.05,,,,,,131.21,
4895,,Tenchu: Return From Darkness,XB,2004.0,Action,,0.16,0.05,,,,,,131.37,
4899,,Unreal II: The Awakening,XB,2004.0,Shooter,,0.17,0.04,,,,,,131.54,
4901,,Outlaw Golf 2,XB,2004.0,Sports,,0.15,0.04,,,,,,131.69,
4910,,Shark Tale,XB,2004.0,Action,,0.15,0.04,,,,,,131.84,
4917,,Manhunt,XB,2004.0,Action,,0.14,0.04,,,,,,131.98,
4921,,Sudeki,XB,2004.0,Role-Playing,,0.14,0.04,,,,,,132.11999999999998,
4924,,Harry Potter and the Prisoner of Azkaban,XB,2004.0,Action,,0.14,0.04,,,,,,132.25999999999996,
4931,,Bad Boys: Miami Takedown,XB,2004.0,Shooter,,0.14,0.04,,,,,,132.39999999999995,
4933,,Cabela's Big Game Hunter 2005 Adventures,XB,2004.0,Sports,,0.13,0.04,,,,,,132.52999999999994,
4934,,Silent Hill 4: The Room,XB,2004.0,Action,,0.14,0.04,,,,,,132.66999999999993,
4940,,Psi-Ops: The Mindgate Conspiracy,XB,2004.0,Shooter,,0.13,0.04,,,,,,132.79999999999993,
4941,,Thief: Deadly Shadows,XB,2004.0,Action,,0.13,0.04,,,,,,132.92999999999992,
4954,,Leisure Suit Larry: Magna Cum Laude,XB,2004.0,Adventure,,0.12,0.04,,,,,,133.04999999999993,
4955,,FlatOut,XB,2004.0,Racing,,0.12,0.04,,,,,,133.16999999999993,
4958,,Rapala Pro Fishing,XB,2004.0,Sports,,0.12,0.03,,,,,,133.28999999999994,
4961,,NHL 2005,XB,2004.0,Sports,,0.12,0.03,,,,,,133.40999999999994,
4963,,Blinx 2: Masters of Time & Space,XB,2004.0,Platform,,0.12,0.03,,,,,,133.52999999999994,
4964,,American Chopper,XB,2004.0,Racing,,0.11,0.03,,,,,,133.63999999999996,
4967,,Street Fighter Anniversary Collection,XB,2004.0,Fighting,,0.11,0.03,,,,,,133.74999999999997,
4968,,Shadow Ops: Red Mercury,XB,2004.0,Shooter,,0.11,0.03,,,,,,133.85999999999999,
4970,,BloodRayne 2,XB,2004.0,Shooter,,0.11,0.03,,,,,,133.97,
4971,,Scooby-Doo! Mystery Mayhem,XB,2004.0,Action,,0.11,0.03,,,,,,134.08,
4975,,Crash: Twinsanity,XB,2004.0,Platform,,0.11,0.03,,,,,,134.19000000000003,
4978,,Guilty Gear X2 #Reload,XB,2004.0,Fighting,,0.11,0.03,,,,,,134.30000000000004,
4985,,OutRun 2,XB,2004.0,Racing,,0.11,0.03,,,,,,134.41000000000005,
4988,,Spyro: A Hero's Tail,XB,2004.0,Platform,,0.11,0.03,,,,,,134.52000000000007,
4990,,Godzilla: Save the Earth,XB,2004.0,Fighting,,0.1,0.03,,,,,,134.62000000000006,
4995,,ESPN MLB Baseball,XB,2004.0,Sports,,0.1,0.03,,,,,,134.72000000000006,
4998,,Tak 2: The Staff of Dreams,XB,2004.0,Platform,,0.1,0.03,,,,,,134.82000000000005,
4999,,Chessmaster,XB,2004.0,Misc,,0.1,0.03,,,,,,134.92000000000004,
5006,,Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004.0,Action,,0.1,0.03,,,,,,135.02000000000004,
5008,,High Rollers Casino,XB,2004.0,Misc,,0.1,0.03,,,,,,135.12000000000003,
5009,,TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004.0,Racing,,0.09,0.03,,,,,,135.21000000000004,
5013,,Lemony Snicket's A Series of Unfortunate Events,XB,2004.0,Platform,,0.09,0.03,,,,,,135.30000000000004,
5015,,Breakdown,XB,2004.0,Adventure,,0.09,0.03,,,,,,135.39000000000004,
5016,,Showdown: Legends of Wrestling,XB,2004.0,Fighting,,0.09,0.03,,,,,,135.48000000000005,
5018,,Backyard Wrestling 2: There Goes the Neighborhood,XB,2004.0,Fighting,,0.09,0.03,,,,,,135.57000000000005,
5019,,CSI: Crime Scene Investigation,XB,2004.0,Adventure,,0.09,0.03,,,,,,135.66000000000005,
5020,,Cabela's Deer Hunt 2005 Season,XB,2004.0,Sports,,0.09,0.02,,,,,,135.75000000000006,
5021,,Dead Man's Hand,XB,2004.0,Shooter,,0.09,0.02,,,,,,135.84000000000006,
5023,,Army Men: Sarge's War,XB,2004.0,Shooter,,0.09,0.02,,,,,,135.93000000000006,
5025,,Phantom Dust,XB,2004.0,Action,,0.08,0.02,,,,,,136.01000000000008,
5032,,Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004.0,Platform,,0.08,0.02,,,,,,136.0900000000001,
5036,,Fight Club,XB,2004.0,Fighting,,0.08,0.02,,,,,,136.1700000000001,
5038,,Metal Slug 3,XB,2004.0,Shooter,,0.08,0.02,,,,,,136.2500000000001,
5044,,Colin McRae Rally 04,XB,2004.0,Racing,,0.08,0.02,,,,,,136.33000000000013,
5045,,Hot Wheels: Stunt Track Challenge,XB,2004.0,Racing,,0.08,0.02,,,,,,136.41000000000014,
5048,,SNK vs. Capcom: SVC Chaos,XB,2004.0,Fighting,,0.08,0.02,,,,,,136.49000000000015,
5049,,The Bard's Tale,XB,2004.0,Role-Playing,,0.08,0.02,,,,,,136.57000000000016,
5051,,Silent Scope Complete,XB,2004.0,Shooter,,0.07,0.02,,,,,,136.64000000000016,
5052,,Tom Clancy's Classic Trilogy,XB,2004.0,Shooter,,0.07,0.02,,,,,,136.71000000000015,
5053,,Rocky: Legends,XB,2004.0,Action,,0.07,0.02,,,,,,136.78000000000014,
5056,,MTX Mototrax,XB,2004.0,Racing,,0.07,0.02,,,,,,136.85000000000014,
5060,,Crash 'N' Burn,XB,2004.0,Racing,,0.07,0.02,,,,,,136.92000000000013,
5067,,Trivial Pursuit unhinged,XB,2004.0,Misc,,0.07,0.02,,,,,,136.99000000000012,
5068,,Yourself Fitness,XB,2004.0,Sports,,0.07,0.02,,,,,,137.06000000000012,
5069,,World Soccer Winning Eleven 8 International,XB,2004.0,Sports,,0.07,0.02,,,,,,137.1300000000001,
5070,,Test Drive: Eve of Destruction,XB,2004.0,Racing,,0.07,0.02,,,,,,137.2000000000001,
5071,,Ford Racing 3,XB,2004.0,Racing,,0.07,0.02,,,,,,137.2700000000001,
5072,,MLB SlugFest Loaded,XB,2004.0,Sports,,0.07,0.02,,,,,,137.3400000000001,
5073,,Karaoke Revolution,XB,2004.0,Misc,,0.06,0.02,,,,,,137.4000000000001,
5074,,Forgotten Realms: Demon Stone,XB,2004.0,Action,,0.06,0.02,,,,,,137.4600000000001,
5095,,Indycar Series 2005,XB,2004.0,Action,,0.06,0.02,,,,,,137.5200000000001,
5098,,The Dukes of Hazzard: Return of the General Lee,XB,2004.0,Racing,,0.06,0.02,,,,,,137.5800000000001,
5103,,Vietcong: Purple Haze,XB,2004.0,Shooter,,0.06,0.02,,,,,,137.6400000000001,
5105,,Pinball Hall of Fame: The Gottlieb Collection,XB,2004.0,Misc,,0.06,0.02,,,,,,137.7000000000001,
5106,,MTV Music Generator 3: This Is the Remix,XB,2004.0,Misc,,0.06,0.02,,,,,,137.7600000000001,
5112,,Second Sight,XB,2004.0,Adventure,,0.05,0.02,,,,,,137.81000000000012,
5113,,Samurai Warriors,XB,2004.0,Action,,0.05,0.02,,,,,,137.86000000000013,
5114,,The Guy Game,XB,2004.0,Misc,,0.05,0.02,,,,,,137.91000000000014,
5117,,Pitfall: The Lost Expedition,XB,2004.0,Platform,,0.05,0.01,,,,,,137.96000000000015,
5128,,Worms Forts: Under Siege,XB,2004.0,Strategy,,0.05,0.01,,,,,,138.01000000000016,
5129,,Wings of War,XB,2004.0,Simulation,,0.05,0.01,,,,,,138.06000000000017,
5139,,Monster Garage,XB,2004.0,Strategy,,0.05,0.01,,,,,,138.11000000000018,
5140,,Terminator 3: The Redemption,XB,2004.0,Shooter,,0.05,0.01,,,,,,138.1600000000002,
5141,,IHRA Professional Drag Racing 2005,XB,2004.0,Racing,,0.04,0.01,,,,,,138.2000000000002,
5145,,Exhibition Volume 5,XB,2004.0,Misc,,0.04,0.01,,,,,,138.24000000000018,
5148,,Tron 2.0: Killer App,XB,2004.0,Action,,0.04,0.01,,,,,,138.28000000000017,
5150,,Catwoman,XB,2004.0,Action,,0.04,0.01,,,,,,138.32000000000016,
5158,,Carve,XB,2004.0,Racing,,0.04,0.01,,,,,,138.36000000000016,
5161,,UEFA Euro 2004: Portugal,XB,2004.0,Sports,,0.04,0.01,,,,,,138.40000000000015,
5162,,King Arthur,XB,2004.0,Action,,0.04,0.01,,,,,,138.44000000000014,
5165,,Fallout: Brotherhood of Steel,XB,2004.0,Role-Playing,,0.04,0.01,,,,,,138.48000000000013,
5166,,Ultra Bust-A-Move,XB,2004.0,Puzzle,,0.04,0.01,,,,,,138.52000000000012,
5170,,Alias,XB,2004.0,Action,,0.04,0.01,,,,,,138.56000000000012,
5177,,Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004.0,Action,,0.04,0.01,,,,,,138.6000000000001,
5178,,Colin McRae Rally 2005,XB,2004.0,Racing,,0.04,0.01,,,,,,138.6400000000001,
5180,,Robotech: Invasion,XB,2004.0,Shooter,,0.04,0.01,,,,,,138.6800000000001,
5182,,Intellivision Lives!,XB,2004.0,Misc,,0.03,0.01,,,,,,138.7100000000001,
5183,,Wrath Unleashed,XB,2004.0,Strategy,,0.03,0.01,,,,,,138.7400000000001,
5184,,Trigger Man,XB,2004.0,Shooter,,0.03,0.01,,,,,,138.7700000000001,
5188,,TOCA Race Driver 2,XB,2004.0,Racing,,0.03,0.01,,,,,,138.8000000000001,
5192,,Strike Force Bowling,XB,2004.0,Sports,,0.03,0.01,,,,,,138.8300000000001,
5194,,Scaler,XB,2004.0,Platform,,0.03,0.01,,,,,,138.8600000000001,
5198,,Star Trek: Shattered Universe,XB,2004.0,Simulation,,0.03,0.01,,,,,,138.8900000000001,
5201,,Pure Pinball,XB,2004.0,Misc,,0.03,0.01,,,,,,138.9200000000001,
